ride_date,station_id,daily_ridership,raw_text_field,subway_ridership,bus_ridership,lirr_ridership,metro_north_ridership,access_a_ride_ridership,bridges_tunnels_ridership,pre_pandemic_comparison
2022-01-31,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,30
2022-02-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,31
2022-02-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2022-02-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2022-02-04,1,100000,MTA Aggregate,100000,100000,100000,94290,0,0,31
2022-02-05,1,100000,MTA Aggregate,100000,100000,61201,61496,0,0,43
2022-02-06,1,100000,MTA Aggregate,100000,100000,51472,48395,0,0,49
2022-02-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,35
2022-02-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-02-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-02-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-02-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2022-02-12,1,100000,MTA Aggregate,100000,100000,71709,71813,0,0,54
2022-02-13,1,100000,MTA Aggregate,100000,100000,50534,46395,0,0,47
2022-02-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2022-02-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-02-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-02-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-02-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,35
2022-02-19,1,100000,MTA Aggregate,100000,100000,64696,66545,0,0,49
2022-02-20,1,100000,MTA Aggregate,100000,100000,55015,54863,0,0,54
2022-02-21,1,100000,MTA Aggregate,100000,100000,100000,63892,0,0,99
2022-02-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2022-02-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-02-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2022-02-25,1,100000,MTA Aggregate,100000,100000,100000,90953,0,0,28
2022-02-26,1,100000,MTA Aggregate,100000,100000,71783,61573,0,0,47
2022-02-27,1,100000,MTA Aggregate,100000,100000,62913,51604,0,0,54
2022-02-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-03-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-03-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-03-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-03-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2022-03-05,1,100000,MTA Aggregate,100000,100000,69010,70427,0,0,42
2022-03-06,1,100000,MTA Aggregate,100000,100000,53034,52874,0,0,49
2022-03-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-03-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-03-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-03-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-03-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-03-12,1,100000,MTA Aggregate,100000,100000,51679,59927,0,0,35
2022-03-13,1,100000,MTA Aggregate,100000,100000,59964,57548,0,0,48
2022-03-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-03-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2022-03-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-03-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-03-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-03-19,1,100000,MTA Aggregate,100000,100000,74087,73974,0,0,40
2022-03-20,1,100000,MTA Aggregate,100000,100000,67551,63818,0,0,55
2022-03-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-03-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-03-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-03-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-03-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-03-26,1,100000,MTA Aggregate,100000,100000,71809,73933,0,0,43
2022-03-27,1,100000,MTA Aggregate,100000,100000,64950,58044,0,0,51
2022-03-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-03-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-03-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-03-31,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-04-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2022-04-02,1,100000,MTA Aggregate,100000,100000,77205,80471,0,0,49
2022-04-03,1,100000,MTA Aggregate,100000,100000,58819,53761,0,0,43
2022-04-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-04-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-04-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-04-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-04-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-04-09,1,100000,MTA Aggregate,100000,100000,81562,86611,0,0,1
2022-04-10,1,100000,MTA Aggregate,100000,100000,63204,66112,0,0,0
2022-04-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-04-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-04-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-04-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-04-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,29
2022-04-16,1,100000,MTA Aggregate,100000,100000,89011,83725,0,0,42
2022-04-17,1,100000,MTA Aggregate,100000,100000,71258,71704,0,0,50
2022-04-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,32
2022-04-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2022-04-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-04-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,35
2022-04-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,33
2022-04-23,1,100000,MTA Aggregate,100000,100000,79436,89804,0,0,1
2022-04-24,1,100000,MTA Aggregate,100000,100000,64842,67580,0,0,0
2022-04-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-04-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-04-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-04-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-04-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2022-04-30,1,100000,MTA Aggregate,100000,100000,82887,82838,0,0,41
2022-05-01,1,100000,MTA Aggregate,100000,100000,64630,62502,0,0,77
2022-05-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,31
2022-05-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-05-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-05-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-05-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,33
2022-05-07,1,100000,MTA Aggregate,100000,100000,72948,68612,0,0,31
2022-05-08,1,100000,MTA Aggregate,100000,100000,73703,73027,0,0,41
2022-05-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-05-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-05-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-05-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-05-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,35
2022-05-14,1,100000,MTA Aggregate,100000,100000,89636,86652,0,0,1
2022-05-15,1,100000,MTA Aggregate,100000,100000,76052,69705,0,0,0
2022-05-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2022-05-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-05-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-05-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-05-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,35
2022-05-21,1,100000,MTA Aggregate,100000,100000,94322,92552,0,0,52
2022-05-22,1,100000,MTA Aggregate,100000,100000,78635,72063,0,0,53
2022-05-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2022-05-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-05-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-05-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-05-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,33
2022-05-28,1,100000,MTA Aggregate,100000,100000,91250,77192,0,0,45
2022-05-29,1,100000,MTA Aggregate,100000,100000,84784,76982,0,0,65
2022-05-30,1,100000,MTA Aggregate,100000,100000,80533,68206,0,0,64
2022-05-31,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-06-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-06-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-06-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-06-04,1,100000,MTA Aggregate,100000,100000,93431,92199,0,0,36
2022-06-05,1,100000,MTA Aggregate,100000,100000,75675,74005,0,0,35
2022-06-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-06-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-06-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-06-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-06-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-06-11,1,100000,MTA Aggregate,100000,100000,100000,95108,0,0,36
2022-06-12,1,100000,MTA Aggregate,100000,100000,80792,74580,0,0,31
2022-06-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-06-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-06-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-06-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-06-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2022-06-18,1,100000,MTA Aggregate,100000,100000,100000,94130,0,0,52
2022-06-19,1,100000,MTA Aggregate,100000,100000,90581,80654,0,0,49
2022-06-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,103
2022-06-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-06-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-06-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-06-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2022-06-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,1
2022-06-26,1,100000,MTA Aggregate,100000,100000,100000,99103,0,0,16
2022-06-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-06-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-06-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-06-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-07-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-07-02,1,100000,MTA Aggregate,100000,100000,84481,75179,0,0,40
2022-07-03,1,100000,MTA Aggregate,100000,100000,86602,73949,0,0,53
2022-07-04,1,100000,MTA Aggregate,100000,100000,85709,72464,0,0,60
2022-07-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-07-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2022-07-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2022-07-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-07-09,1,100000,MTA Aggregate,100000,100000,92765,89757,0,0,50
2022-07-10,1,100000,MTA Aggregate,100000,100000,82276,71195,0,0,56
2022-07-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-07-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,49
2022-07-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2022-07-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2022-07-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-07-16,1,100000,MTA Aggregate,100000,100000,100000,98156,0,0,1
2022-07-17,1,100000,MTA Aggregate,100000,100000,82028,80166,0,0,0
2022-07-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-07-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2022-07-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-07-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-07-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-07-23,1,100000,MTA Aggregate,100000,100000,99341,86245,0,0,1
2022-07-24,1,100000,MTA Aggregate,100000,100000,82656,68265,0,0,0
2022-07-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-07-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2022-07-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2022-07-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2022-07-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-07-30,1,100000,MTA Aggregate,100000,100000,89426,96840,0,0,1
2022-07-31,1,100000,MTA Aggregate,100000,100000,77991,78953,0,0,0
2022-08-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-08-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2022-08-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2022-08-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-08-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2022-08-06,1,100000,MTA Aggregate,100000,100000,95704,84495,0,0,1
2022-08-07,1,100000,MTA Aggregate,100000,100000,78449,66242,0,0,4
2022-08-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-08-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-08-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2022-08-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-08-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-08-13,1,100000,MTA Aggregate,100000,100000,100000,89569,0,0,35
2022-08-14,1,100000,MTA Aggregate,100000,100000,88242,72900,0,0,37
2022-08-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-08-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2022-08-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-08-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-08-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-08-20,1,100000,MTA Aggregate,100000,100000,96552,97718,0,0,36
2022-08-21,1,100000,MTA Aggregate,100000,100000,84669,81666,0,0,35
2022-08-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-08-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-08-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-08-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2022-08-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2022-08-27,1,100000,MTA Aggregate,100000,100000,100000,90006,0,0,47
2022-08-28,1,100000,MTA Aggregate,100000,100000,86867,76296,0,0,51
2022-08-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-08-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2022-08-31,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2022-09-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2022-09-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,31
2022-09-03,1,100000,MTA Aggregate,100000,100000,100000,94997,0,0,59
2022-09-04,1,100000,MTA Aggregate,100000,100000,97728,77386,0,0,65
2022-09-05,1,100000,MTA Aggregate,100000,100000,93198,74585,0,0,68
2022-09-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,35
2022-09-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-09-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-09-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-09-10,1,100000,MTA Aggregate,100000,100000,100000,98043,0,0,47
2022-09-11,1,100000,MTA Aggregate,100000,100000,82638,72789,0,0,44
2022-09-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-09-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-09-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-09-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-09-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-09-17,1,100000,MTA Aggregate,100000,100000,99403,100000,0,0,65
2022-09-18,1,100000,MTA Aggregate,100000,100000,86329,79158,0,0,66
2022-09-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-09-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2022-09-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2022-09-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2022-09-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-09-24,1,100000,MTA Aggregate,100000,100000,98192,100000,0,0,48
2022-09-25,1,100000,MTA Aggregate,100000,100000,81212,87366,0,0,54
2022-09-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2022-09-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-09-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2022-09-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-09-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-10-01,1,100000,MTA Aggregate,100000,100000,72081,80394,0,0,41
2022-10-02,1,100000,MTA Aggregate,100000,100000,61918,68450,0,0,34
2022-10-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-10-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-10-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2022-10-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-10-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-10-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-10-09,1,100000,MTA Aggregate,100000,100000,97984,88783,0,0,58
2022-10-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,24
2022-10-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-10-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-10-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-10-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-10-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-10-16,1,100000,MTA Aggregate,100000,100000,80395,85438,0,0,37
2022-10-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-10-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-10-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-10-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-10-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-10-22,1,100000,MTA Aggregate,100000,100000,97921,100000,0,0,2
2022-10-23,1,100000,MTA Aggregate,100000,100000,76024,83665,0,0,1
2022-10-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2022-10-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-10-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-10-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-10-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2022-10-29,1,100000,MTA Aggregate,100000,100000,86888,100000,0,0,1
2022-10-30,1,100000,MTA Aggregate,100000,100000,69358,80576,0,0,0
2022-10-31,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-11-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2022-11-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2022-11-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-11-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-11-05,1,100000,MTA Aggregate,100000,100000,96845,100000,0,0,76
2022-11-06,1,100000,MTA Aggregate,100000,100000,92648,94517,0,0,102
2022-11-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2022-11-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-11-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-11-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2022-11-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,149
2022-11-12,1,100000,MTA Aggregate,100000,100000,94911,100000,0,0,65
2022-11-13,1,100000,MTA Aggregate,100000,100000,76869,76460,0,0,54
2022-11-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-11-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2022-11-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-11-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-11-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-11-19,1,100000,MTA Aggregate,100000,100000,97654,100000,0,0,47
2022-11-20,1,100000,MTA Aggregate,100000,100000,74524,74870,0,0,35
2022-11-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-11-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-11-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2022-11-24,1,100000,MTA Aggregate,100000,100000,90771,90057,0,0,65
2022-11-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,110
2022-11-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,66
2022-11-27,1,100000,MTA Aggregate,100000,100000,79973,76680,0,0,46
2022-11-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-11-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-11-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-12-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2022-12-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-12-03,1,100000,MTA Aggregate,100000,100000,87730,89976,0,0,30
2022-12-04,1,100000,MTA Aggregate,100000,100000,81381,80173,0,0,37
2022-12-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-12-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2022-12-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2022-12-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,48
2022-12-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2022-12-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2022-12-11,1,100000,MTA Aggregate,100000,100000,77607,74273,0,0,32
2022-12-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2022-12-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,49
2022-12-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2022-12-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-12-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2022-12-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-12-18,1,100000,MTA Aggregate,100000,100000,87146,87425,0,0,44
2022-12-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2022-12-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-12-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2022-12-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2022-12-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,29
2022-12-24,1,100000,MTA Aggregate,100000,100000,61701,60373,0,0,26
2022-12-25,1,100000,MTA Aggregate,100000,100000,51896,47454,0,0,30
2022-12-26,1,100000,MTA Aggregate,100000,100000,87401,89137,0,0,65
2022-12-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2022-12-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,35
2022-12-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2022-12-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2022-12-31,1,100000,MTA Aggregate,100000,100000,81590,81198,0,0,37
2023-01-01,1,100000,MTA Aggregate,100000,100000,67722,66309,0,0,65
2023-01-02,1,100000,MTA Aggregate,100000,100000,76247,72403,0,0,98
2023-01-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2023-01-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-01-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2023-01-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2023-01-07,1,100000,MTA Aggregate,100000,100000,87215,85244,0,0,56
2023-01-08,1,100000,MTA Aggregate,100000,100000,68647,64893,0,0,56
2023-01-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2023-01-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2023-01-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-01-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2023-01-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2023-01-14,1,100000,MTA Aggregate,100000,100000,84718,83565,0,0,50
2023-01-15,1,100000,MTA Aggregate,100000,100000,72479,70493,0,0,55
2023-01-16,1,100000,MTA Aggregate,100000,100000,82416,75892,0,0,115
2023-01-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-01-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2023-01-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2023-01-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2023-01-21,1,100000,MTA Aggregate,100000,100000,88435,84763,0,0,50
