ride_date,station_id,daily_ridership,raw_text_field,subway_ridership,bus_ridership,lirr_ridership,metro_north_ridership,access_a_ride_ridership,bridges_tunnels_ridership,pre_pandemic_comparison
2021-02-09,1,100000,MTA Aggregate,100000,100000,69548,34582,0,0,19
2021-02-10,1,100000,MTA Aggregate,100000,100000,71257,36580,0,0,20
2021-02-11,1,100000,MTA Aggregate,100000,100000,70196,37230,0,0,19
2021-02-12,1,100000,MTA Aggregate,100000,100000,72130,42228,0,0,17
2021-02-13,1,100000,MTA Aggregate,100000,100000,29284,25456,0,0,28
2021-02-14,1,100000,MTA Aggregate,100000,100000,23392,20489,0,0,31
2021-02-15,1,100000,MTA Aggregate,100000,100000,65652,21792,0,0,63
2021-02-16,1,100000,MTA Aggregate,100000,100000,72718,36234,0,0,20
2021-02-17,1,100000,MTA Aggregate,100000,100000,74219,39205,0,0,21
2021-02-18,1,100000,MTA Aggregate,100000,100000,57987,31747,0,0,16
2021-02-19,1,100000,MTA Aggregate,100000,100000,64121,38307,0,0,17
2021-02-20,1,100000,MTA Aggregate,100000,100000,30920,25729,0,0,32
2021-02-21,1,100000,MTA Aggregate,100000,100000,25208,19844,0,0,34
2021-02-22,1,100000,MTA Aggregate,100000,100000,69741,35468,0,0,19
2021-02-23,1,100000,MTA Aggregate,100000,100000,73492,37505,0,0,21
2021-02-24,1,100000,MTA Aggregate,100000,100000,74777,39124,0,0,22
2021-02-25,1,100000,MTA Aggregate,100000,100000,75030,39397,0,0,22
2021-02-26,1,100000,MTA Aggregate,100000,100000,76696,44410,0,0,21
2021-02-27,1,100000,MTA Aggregate,100000,100000,28849,24256,0,0,31
2021-02-28,1,100000,MTA Aggregate,100000,100000,23778,20086,0,0,35
2021-03-01,1,100000,MTA Aggregate,100000,100000,74430,36339,0,0,21
2021-03-02,1,100000,MTA Aggregate,100000,100000,75335,36611,0,0,22
2021-03-03,1,100000,MTA Aggregate,100000,100000,78770,39651,0,0,22
2021-03-04,1,100000,MTA Aggregate,100000,100000,78642,39730,0,0,22
2021-03-05,1,100000,MTA Aggregate,100000,100000,79104,45027,0,0,20
2021-03-06,1,100000,MTA Aggregate,100000,100000,37158,27276,0,0,0
2021-03-07,1,100000,MTA Aggregate,100000,100000,29306,21547,0,0,2
2021-03-08,1,100000,MTA Aggregate,100000,100000,79355,39763,0,0,21
2021-03-09,1,100000,MTA Aggregate,100000,100000,79269,40944,0,0,23
2021-03-10,1,100000,MTA Aggregate,100000,100000,78069,41488,0,0,23
2021-03-11,1,100000,MTA Aggregate,100000,100000,80398,42543,0,0,23
2021-03-12,1,100000,MTA Aggregate,100000,100000,82399,48553,0,0,22
2021-03-13,1,100000,MTA Aggregate,100000,100000,38465,31500,0,0,0
2021-03-14,1,100000,MTA Aggregate,100000,100000,30405,22347,0,0,0
2021-03-15,1,100000,MTA Aggregate,100000,100000,79331,39529,0,0,20
2021-03-16,1,100000,MTA Aggregate,100000,100000,77672,40038,0,0,21
2021-03-17,1,100000,MTA Aggregate,100000,100000,81431,41682,0,0,22
2021-03-18,1,100000,MTA Aggregate,100000,100000,76532,39884,0,0,21
2021-03-19,1,100000,MTA Aggregate,100000,100000,80041,46605,0,0,21
2021-03-20,1,100000,MTA Aggregate,100000,100000,41743,33068,0,0,0
2021-03-21,1,100000,MTA Aggregate,100000,100000,34693,26380,0,0,0
2021-03-22,1,100000,MTA Aggregate,100000,100000,84171,43281,0,0,23
2021-03-23,1,100000,MTA Aggregate,100000,100000,83106,41654,0,0,23
2021-03-24,1,100000,MTA Aggregate,100000,100000,79590,40301,0,0,22
2021-03-25,1,100000,MTA Aggregate,100000,100000,83556,44105,0,0,23
2021-03-26,1,100000,MTA Aggregate,100000,100000,84436,49529,0,0,22
2021-03-27,1,100000,MTA Aggregate,100000,100000,47484,38301,0,0,0
2021-03-28,1,100000,MTA Aggregate,100000,100000,28347,21000,0,0,0
2021-03-29,1,100000,MTA Aggregate,100000,100000,86467,44240,0,0,21
2021-03-30,1,100000,MTA Aggregate,100000,100000,91258,46574,0,0,24
2021-03-31,1,100000,MTA Aggregate,100000,100000,84850,43954,0,0,22
2021-04-01,1,100000,MTA Aggregate,100000,100000,77285,38466,0,0,21
2021-04-02,1,100000,MTA Aggregate,100000,100000,79770,49308,0,0,19
2021-04-03,1,100000,MTA Aggregate,100000,100000,47662,37706,0,0,29
2021-04-04,1,100000,MTA Aggregate,100000,100000,40868,30673,0,0,33
2021-04-05,1,100000,MTA Aggregate,100000,100000,87048,46156,0,0,21
2021-04-06,1,100000,MTA Aggregate,100000,100000,85757,45178,0,0,24
2021-04-07,1,100000,MTA Aggregate,100000,100000,85479,45747,0,0,23
2021-04-08,1,100000,MTA Aggregate,100000,100000,86715,47059,0,0,24
2021-04-09,1,100000,MTA Aggregate,100000,100000,87051,52445,0,0,23
2021-04-10,1,100000,MTA Aggregate,100000,100000,45962,36629,0,0,29
2021-04-11,1,100000,MTA Aggregate,100000,100000,32034,22933,0,0,31
2021-04-12,1,100000,MTA Aggregate,100000,100000,83124,43563,0,0,21
2021-04-13,1,100000,MTA Aggregate,100000,100000,87182,46150,0,0,24
2021-04-14,1,100000,MTA Aggregate,100000,100000,86698,47970,0,0,23
2021-04-15,1,100000,MTA Aggregate,100000,100000,81762,44175,0,0,22
2021-04-16,1,100000,MTA Aggregate,100000,100000,87190,54355,0,0,22
2021-04-17,1,100000,MTA Aggregate,100000,100000,49901,39789,0,0,0
2021-04-18,1,100000,MTA Aggregate,100000,100000,38263,30983,0,0,0
2021-04-19,1,100000,MTA Aggregate,100000,100000,87167,45925,0,0,22
2021-04-20,1,100000,MTA Aggregate,100000,100000,90034,49100,0,0,25
2021-04-21,1,100000,MTA Aggregate,100000,100000,83533,45253,0,0,23
2021-04-22,1,100000,MTA Aggregate,100000,100000,86606,46790,0,0,24
2021-04-23,1,100000,MTA Aggregate,100000,100000,92834,56155,0,0,23
2021-04-24,1,100000,MTA Aggregate,100000,100000,51570,43227,0,0,0
2021-04-25,1,100000,MTA Aggregate,100000,100000,34054,23855,0,0,0
2021-04-26,1,100000,MTA Aggregate,100000,100000,89303,46752,0,0,23
2021-04-27,1,100000,MTA Aggregate,100000,100000,89028,47310,0,0,25
2021-04-28,1,100000,MTA Aggregate,100000,100000,92150,50011,0,0,25
2021-04-29,1,100000,MTA Aggregate,100000,100000,88705,47785,0,0,24
2021-04-30,1,100000,MTA Aggregate,100000,100000,93530,57364,0,0,23
2021-05-01,1,100000,MTA Aggregate,100000,100000,51067,41395,0,0,0
2021-05-02,1,100000,MTA Aggregate,100000,100000,41827,32683,0,0,0
2021-05-03,1,100000,MTA Aggregate,100000,100000,91084,45800,0,0,22
2021-05-04,1,100000,MTA Aggregate,100000,100000,93107,49415,0,0,24
2021-05-05,1,100000,MTA Aggregate,100000,100000,91994,48351,0,0,22
2021-05-06,1,100000,MTA Aggregate,100000,100000,94244,52748,0,0,24
2021-05-07,1,100000,MTA Aggregate,100000,100000,100000,61477,0,0,22
2021-05-08,1,100000,MTA Aggregate,100000,100000,56309,42664,0,0,0
2021-05-09,1,100000,MTA Aggregate,100000,100000,54074,37795,0,0,24
2021-05-10,1,100000,MTA Aggregate,100000,100000,96813,50090,0,0,22
2021-05-11,1,100000,MTA Aggregate,100000,100000,97358,51588,0,0,24
2021-05-12,1,100000,MTA Aggregate,100000,100000,98930,53548,0,0,24
2021-05-13,1,100000,MTA Aggregate,100000,100000,100000,55558,0,0,24
2021-05-14,1,100000,MTA Aggregate,100000,100000,100000,63394,0,0,23
2021-05-15,1,100000,MTA Aggregate,100000,100000,63079,49401,0,0,0
2021-05-16,1,100000,MTA Aggregate,100000,100000,49166,36227,0,0,0
2021-05-17,1,100000,MTA Aggregate,100000,100000,98458,52803,0,0,23
2021-05-18,1,100000,MTA Aggregate,100000,100000,100000,54920,0,0,25
2021-05-19,1,100000,MTA Aggregate,100000,100000,100000,56851,0,0,25
2021-05-20,1,100000,MTA Aggregate,100000,100000,100000,57425,0,0,26
2021-05-21,1,100000,MTA Aggregate,100000,100000,100000,67283,0,0,25
2021-05-22,1,100000,MTA Aggregate,100000,100000,66293,51249,0,0,37
2021-05-23,1,100000,MTA Aggregate,100000,100000,58005,40613,0,0,39
2021-05-24,1,100000,MTA Aggregate,100000,100000,100000,55179,0,0,24
2021-05-25,1,100000,MTA Aggregate,100000,100000,100000,58737,0,0,27
2021-05-26,1,100000,MTA Aggregate,100000,100000,100000,59613,0,0,25
2021-05-27,1,100000,MTA Aggregate,100000,100000,100000,62852,0,0,27
2021-05-28,1,100000,MTA Aggregate,100000,100000,100000,66048,0,0,23
2021-05-29,1,100000,MTA Aggregate,100000,100000,54774,38894,0,0,27
2021-05-30,1,100000,MTA Aggregate,100000,100000,43418,30072,0,0,27
2021-05-31,1,100000,MTA Aggregate,100000,100000,100000,43039,0,0,47
2021-06-01,1,100000,MTA Aggregate,100000,100000,100000,94923,0,0,29
2021-06-02,1,100000,MTA Aggregate,100000,100000,100000,90821,0,0,29
2021-06-03,1,100000,MTA Aggregate,100000,100000,100000,84815,0,0,27
2021-06-04,1,100000,MTA Aggregate,100000,100000,100000,88908,0,0,27
2021-06-05,1,100000,MTA Aggregate,100000,100000,72827,62687,0,0,0
2021-06-06,1,100000,MTA Aggregate,100000,100000,61866,51469,0,0,0
2021-06-07,1,100000,MTA Aggregate,100000,100000,100000,89412,0,0,27
2021-06-08,1,100000,MTA Aggregate,100000,100000,100000,87986,0,0,28
2021-06-09,1,100000,MTA Aggregate,100000,100000,100000,90641,0,0,28
2021-06-10,1,100000,MTA Aggregate,100000,100000,100000,91323,0,0,30
2021-06-11,1,100000,MTA Aggregate,100000,100000,100000,94566,0,0,27
2021-06-12,1,100000,MTA Aggregate,100000,100000,68188,61468,0,0,0
2021-06-13,1,100000,MTA Aggregate,100000,100000,59186,51712,0,0,0
2021-06-14,1,100000,MTA Aggregate,100000,100000,100000,91064,0,0,26
2021-06-15,1,100000,MTA Aggregate,100000,100000,100000,96688,0,0,30
2021-06-16,1,100000,MTA Aggregate,100000,100000,100000,94690,0,0,29
2021-06-17,1,100000,MTA Aggregate,100000,100000,100000,98435,0,0,31
2021-06-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,117
2021-06-19,1,100000,MTA Aggregate,100000,100000,76508,66134,0,0,0
2021-06-20,1,100000,MTA Aggregate,100000,100000,76969,60876,0,0,0
2021-06-21,1,100000,MTA Aggregate,100000,100000,100000,95740,0,0,28
2021-06-22,1,100000,MTA Aggregate,100000,100000,100000,97637,0,0,29
2021-06-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,31
2021-06-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,31
2021-06-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,29
2021-06-26,1,100000,MTA Aggregate,100000,100000,76560,66738,0,0,33
2021-06-27,1,100000,MTA Aggregate,100000,100000,75058,62411,0,0,37
2021-06-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,28
2021-06-29,1,100000,MTA Aggregate,100000,100000,100000,97829,0,0,29
2021-06-30,1,100000,MTA Aggregate,100000,100000,100000,99455,0,0,28
2021-07-01,1,100000,MTA Aggregate,100000,100000,100000,90018,0,0,33
2021-07-02,1,100000,MTA Aggregate,100000,100000,100000,94252,0,0,31
2021-07-03,1,100000,MTA Aggregate,100000,100000,63827,57381,0,0,35
2021-07-04,1,100000,MTA Aggregate,100000,100000,70165,63948,0,0,51
2021-07-05,1,100000,MTA Aggregate,100000,100000,78370,59711,0,0,56
2021-07-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2021-07-07,1,100000,MTA Aggregate,100000,100000,100000,99137,0,0,36
2021-07-08,1,100000,MTA Aggregate,100000,100000,100000,93197,0,0,35
2021-07-09,1,100000,MTA Aggregate,100000,100000,100000,88347,0,0,31
2021-07-10,1,100000,MTA Aggregate,100000,100000,72964,64429,0,0,43
2021-07-11,1,100000,MTA Aggregate,100000,100000,62559,53178,0,0,43
2021-07-12,1,100000,MTA Aggregate,100000,100000,100000,99023,0,0,33
2021-07-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2021-07-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2021-07-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2021-07-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2021-07-17,1,100000,MTA Aggregate,100000,100000,73001,64513,0,0,0
2021-07-18,1,100000,MTA Aggregate,100000,100000,67362,56174,0,0,0
2021-07-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2021-07-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2021-07-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2021-07-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2021-07-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2021-07-24,1,100000,MTA Aggregate,100000,100000,84852,68579,0,0,0
2021-07-25,1,100000,MTA Aggregate,100000,100000,66417,53090,0,0,0
2021-07-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2021-07-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2021-07-28,1,100000,MTA Aggregate,100000,100000,100000,99976,0,0,36
2021-07-29,1,100000,MTA Aggregate,100000,100000,100000,94716,0,0,34
2021-07-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,35
2021-07-31,1,100000,MTA Aggregate,100000,100000,85371,67121,0,0,0
2021-08-01,1,100000,MTA Aggregate,100000,100000,66030,51978,0,0,0
2021-08-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2021-08-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2021-08-04,1,100000,MTA Aggregate,100000,100000,100000,99332,0,0,37
2021-08-05,1,100000,MTA Aggregate,100000,100000,100000,98290,0,0,38
2021-08-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,34
2021-08-07,1,100000,MTA Aggregate,100000,100000,76835,67267,0,0,0
2021-08-08,1,100000,MTA Aggregate,100000,100000,61066,54265,0,0,0
2021-08-09,1,100000,MTA Aggregate,100000,100000,100000,95599,0,0,36
2021-08-10,1,100000,MTA Aggregate,100000,100000,100000,95330,0,0,38
2021-08-11,1,100000,MTA Aggregate,100000,100000,100000,94737,0,0,37
2021-08-12,1,100000,MTA Aggregate,100000,100000,100000,90818,0,0,36
2021-08-13,1,100000,MTA Aggregate,100000,100000,100000,91861,0,0,34
2021-08-14,1,100000,MTA Aggregate,100000,100000,75664,57650,0,0,0
2021-08-15,1,100000,MTA Aggregate,100000,100000,72983,54362,0,0,0
2021-08-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2021-08-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2021-08-18,1,100000,MTA Aggregate,100000,100000,100000,97853,0,0,36
2021-08-19,1,100000,MTA Aggregate,100000,100000,100000,93036,0,0,36
2021-08-20,1,100000,MTA Aggregate,100000,100000,100000,99533,0,0,34
2021-08-21,1,100000,MTA Aggregate,100000,100000,72843,61997,0,0,30
2021-08-22,1,100000,MTA Aggregate,100000,100000,27528,16121,0,0,16
2021-08-23,1,100000,MTA Aggregate,100000,100000,100000,84223,0,0,30
2021-08-24,1,100000,MTA Aggregate,100000,100000,100000,98325,0,0,38
2021-08-25,1,100000,MTA Aggregate,100000,100000,100000,93307,0,0,39
2021-08-26,1,100000,MTA Aggregate,100000,100000,100000,91039,0,0,37
2021-08-27,1,100000,MTA Aggregate,100000,100000,100000,90532,0,0,33
2021-08-28,1,100000,MTA Aggregate,100000,100000,68988,56208,0,0,35
2021-08-29,1,100000,MTA Aggregate,100000,100000,68832,54068,0,0,58
2021-08-30,1,100000,MTA Aggregate,100000,100000,100000,97092,0,0,35
2021-08-31,1,100000,MTA Aggregate,100000,100000,100000,99949,0,0,40
2021-09-01,1,100000,MTA Aggregate,100000,100000,100000,90598,0,0,27
2021-09-02,1,100000,MTA Aggregate,100000,100000,100000,37898,0,0,15
2021-09-03,1,100000,MTA Aggregate,100000,100000,100000,97937,0,0,26
2021-09-04,1,100000,MTA Aggregate,100000,100000,84764,57137,0,0,51
2021-09-05,1,100000,MTA Aggregate,100000,100000,71004,45169,0,0,53
2021-09-06,1,100000,MTA Aggregate,100000,100000,77906,51338,0,0,67
2021-09-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,28
2021-09-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,31
2021-09-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,31
2021-09-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,31
2021-09-11,1,100000,MTA Aggregate,100000,100000,82235,65329,0,0,53
2021-09-12,1,100000,MTA Aggregate,100000,100000,77028,58979,0,0,57
2021-09-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2021-09-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2021-09-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2021-09-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,31
2021-09-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2021-09-18,1,100000,MTA Aggregate,100000,100000,77267,76288,0,0,62
2021-09-19,1,100000,MTA Aggregate,100000,100000,69397,64139,0,0,65
2021-09-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2021-09-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2021-09-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2021-09-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2021-09-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2021-09-25,1,100000,MTA Aggregate,100000,100000,88460,81282,0,0,66
2021-09-26,1,100000,MTA Aggregate,100000,100000,80069,64937,0,0,77
2021-09-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2021-09-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2021-09-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2021-09-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2021-10-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,35
2021-10-02,1,100000,MTA Aggregate,100000,100000,86563,80946,0,0,56
2021-10-03,1,100000,MTA Aggregate,100000,100000,74851,66758,0,0,50
2021-10-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2021-10-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2021-10-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2021-10-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2021-10-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2021-10-09,1,100000,MTA Aggregate,100000,100000,84631,81969,0,0,1
2021-10-10,1,100000,MTA Aggregate,100000,100000,65636,59049,0,0,4
2021-10-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,22
2021-10-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2021-10-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2021-10-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2021-10-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2021-10-16,1,100000,MTA Aggregate,100000,100000,83415,74913,0,0,52
2021-10-17,1,100000,MTA Aggregate,100000,100000,74826,69729,0,0,49
2021-10-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2021-10-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2021-10-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2021-10-21,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2021-10-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,35
2021-10-23,1,100000,MTA Aggregate,100000,100000,74720,82865,0,0,49
2021-10-24,1,100000,MTA Aggregate,100000,100000,69611,68154,0,0,51
2021-10-25,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2021-10-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,30
2021-10-27,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2021-10-28,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2021-10-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,37
2021-10-30,1,100000,MTA Aggregate,100000,100000,76471,69281,0,0,48
2021-10-31,1,100000,MTA Aggregate,100000,100000,68674,66300,0,0,51
2021-11-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2021-11-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,33
2021-11-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2021-11-04,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2021-11-05,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2021-11-06,1,100000,MTA Aggregate,100000,100000,84943,80784,0,0,70
2021-11-07,1,100000,MTA Aggregate,100000,100000,81181,72175,0,0,97
2021-11-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2021-11-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2021-11-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2021-11-11,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,179
2021-11-12,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,36
2021-11-13,1,100000,MTA Aggregate,100000,100000,80829,74296,0,0,66
2021-11-14,1,100000,MTA Aggregate,100000,100000,72488,62856,0,0,58
2021-11-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2021-11-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2021-11-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2021-11-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2021-11-19,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,40
2021-11-20,1,100000,MTA Aggregate,100000,100000,94412,82894,0,0,68
2021-11-21,1,100000,MTA Aggregate,100000,100000,80467,66859,0,0,60
2021-11-22,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2021-11-23,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2021-11-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2021-11-25,1,100000,MTA Aggregate,100000,100000,100000,69945,0,0,65
2021-11-26,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,104
2021-11-27,1,100000,MTA Aggregate,100000,100000,83676,76112,0,0,64
2021-11-28,1,100000,MTA Aggregate,100000,100000,75197,65128,0,0,54
2021-11-29,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,39
2021-11-30,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,42
2021-12-01,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2021-12-02,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2021-12-03,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2021-12-04,1,100000,MTA Aggregate,100000,100000,91477,81392,0,0,1
2021-12-05,1,100000,MTA Aggregate,100000,100000,72716,60526,0,0,6
2021-12-06,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2021-12-07,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,47
2021-12-08,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2021-12-09,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2021-12-10,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2021-12-11,1,100000,MTA Aggregate,100000,100000,91894,81068,0,0,46
2021-12-12,1,100000,MTA Aggregate,100000,100000,80874,66471,0,0,54
2021-12-13,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,43
2021-12-14,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,46
2021-12-15,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,44
2021-12-16,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,45
2021-12-17,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,41
2021-12-18,1,100000,MTA Aggregate,100000,100000,74306,66097,0,0,40
2021-12-19,1,100000,MTA Aggregate,100000,100000,65698,56292,0,0,50
2021-12-20,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,38
2021-12-21,1,100000,MTA Aggregate,100000,100000,100000,97141,0,0,37
2021-12-22,1,100000,MTA Aggregate,100000,100000,100000,92941,0,0,36
2021-12-23,1,100000,MTA Aggregate,100000,100000,100000,97238,0,0,32
2021-12-24,1,100000,MTA Aggregate,100000,100000,97408,81055,0,0,67
2021-12-25,1,100000,MTA Aggregate,100000,100000,39466,31575,0,0,20
2021-12-26,1,100000,MTA Aggregate,100000,100000,56467,51478,0,0,51
2021-12-27,1,100000,MTA Aggregate,100000,100000,100000,89427,0,0,26
2021-12-28,1,100000,MTA Aggregate,100000,100000,100000,89719,0,0,28
2021-12-29,1,100000,MTA Aggregate,100000,100000,100000,92605,0,0,26
2021-12-30,1,100000,MTA Aggregate,100000,100000,100000,90827,0,0,25
2021-12-31,1,100000,MTA Aggregate,100000,100000,96699,85232,0,0,67
2022-01-01,1,100000,MTA Aggregate,100000,100000,33980,30341,0,0,31
2022-01-02,1,100000,MTA Aggregate,100000,100000,49155,42587,0,0,57
2022-01-03,1,100000,MTA Aggregate,100000,100000,100000,83990,0,0,28
2022-01-04,1,100000,MTA Aggregate,100000,100000,100000,81978,0,0,29
2022-01-05,1,100000,MTA Aggregate,100000,100000,98251,77579,0,0,28
2022-01-06,1,100000,MTA Aggregate,100000,100000,100000,82567,0,0,30
2022-01-07,1,100000,MTA Aggregate,100000,100000,90207,73067,0,0,22
2022-01-08,1,100000,MTA Aggregate,100000,100000,51707,46428,0,0,41
2022-01-09,1,100000,MTA Aggregate,100000,100000,43383,35309,0,0,44
2022-01-10,1,100000,MTA Aggregate,100000,100000,100000,90220,0,0,30
2022-01-11,1,100000,MTA Aggregate,100000,100000,100000,81438,0,0,28
2022-01-12,1,100000,MTA Aggregate,100000,100000,100000,86050,0,0,31
2022-01-13,1,100000,MTA Aggregate,100000,100000,100000,87672,0,0,31
2022-01-14,1,100000,MTA Aggregate,100000,100000,100000,88634,0,0,29
2022-01-15,1,100000,MTA Aggregate,100000,100000,53410,45309,0,0,35
2022-01-16,1,100000,MTA Aggregate,100000,100000,43578,38025,0,0,42
2022-01-17,1,100000,MTA Aggregate,100000,100000,98738,44075,0,0,80
2022-01-18,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,33
2022-01-19,1,100000,MTA Aggregate,100000,100000,100000,96281,0,0,34
2022-01-20,1,100000,MTA Aggregate,100000,100000,100000,88196,0,0,31
2022-01-21,1,100000,MTA Aggregate,100000,100000,100000,91079,0,0,29
2022-01-22,1,100000,MTA Aggregate,100000,100000,59412,53737,0,0,40
2022-01-23,1,100000,MTA Aggregate,100000,100000,48672,43647,0,0,45
2022-01-24,1,100000,MTA Aggregate,100000,100000,100000,100000,0,0,32
2022-01-25,1,100000,MTA Aggregate,100000,100000,100000,98859,0,0,34
2022-01-26,1,100000,MTA Aggregate,100000,100000,100000,96253,0,0,32
2022-01-27,1,100000,MTA Aggregate,100000,100000,100000,95748,0,0,32
2022-01-28,1,100000,MTA Aggregate,100000,100000,100000,96409,0,0,30
2022-01-29,1,100000,MTA Aggregate,100000,100000,8142,22016,0,0,21
2022-01-30,1,100000,MTA Aggregate,100000,100000,47852,45002,0,0,45
